distance,word1,word2
0.5536779463291168,trump,president
0.7273786962032318,trump,people
0.8067388832569122,trump,state
0.6841657161712646,trump,house
0.7173013091087341,trump,report
0.8236925601959229,trump,news
0.5402793884277344,trump,mueller
0.7092895805835724,trump,american
0.6262251436710358,trump,government
0.7752435356378555,trump,law
0.6555172204971313,trump,democrats
0.7666614502668381,trump,right
0.747845858335495,trump,campaign
0.7105425894260406,trump,states
0.7328677773475647,trump,media
0.6781171560287476,trump,department
0.7049637734889984,trump,us
0.609151303768158,trump,barr
0.7958447188138962,trump,political
0.800059586763382,trump,white
0.7259740829467773,trump,justice
0.6023585796356201,trump,world
0.8081067800521851,trump,public
0.6963246762752533,trump,democratic
0.7265047132968903,trump,country
0.7352726459503174,trump,investigation
0.7577922195196152,trump,court
0.7957113087177277,trump,border
0.7986662983894348,trump,national
0.7546110600233078,trump,left
0.7550366073846817,trump,united
0.6778903007507324,trump,fbi
0.6765811145305634,trump,america
0.6680320799350739,trump,abortion
0.7574927806854248,trump,twitter
0.7059211432933807,trump,administration
0.7730215787887573,trump,attorney
0.6632288992404938,trump,women
0.5407811999320984,trump,biden
0.6875710487365723,trump,congress
0.7832023799419403,trump,children
0.6906836032867432,trump,party
0.7262818515300751,trump,police
0.6699495017528534,trump,bill
0.761117234826088,trump,security
0.7101129591464996,trump,committee
0.6955255568027496,trump,work
0.7962484359741211,trump,man
0.7295119166374207,trump,federal
0.7102932929992676,trump,washington
0.7135434150695801,trump,election
0.7480979859828949,trump,policy
0.65824294090271,trump,russia
0.7917142659425735,trump,family
0.6565071940422058,trump,officials
0.8250361233949661,trump,anti
0.782820850610733,trump,counsel
0.6136873364448547,trump,donald
0.4233849048614502,trump,obama
0.7337561845779419,trump,statement
0.6939675509929657,trump,presidential
0.7621278464794159,trump,power
0.6920928657054901,trump,war
0.8016128242015839,trump,rights
0.6944146156311035,trump,foreign
0.8241293430328369,trump,americans
0.7400379478931427,trump,care
0.8207413405179977,trump,social
0.7418318092823029,trump,fact
0.7072441279888153,trump,health
0.7699258774518967,trump,students
0.526102751493454,trump,clinton
0.7919283211231232,trump,intelligence
0.7378534972667694,trump,evidence
0.7996603697538376,trump,human
0.7723675966262817,trump,deal
0.8375484794378281,trump,believe
0.6828889548778534,trump,senate
0.8797436729073524,trump,free
0.6715202927589417,trump,woman
0.5853503346443176,trump,sanders
0.7792189568281174,trump,men
0.7434161007404327,trump,immigration
0.8039373457431793,trump,change
0.8829404339194298,trump,point
0.8072317987680435,trump,rep
0.6268125474452972,trump,russian
0.6920140385627747,trump,republican
0.7684492468833923,trump,legal
0.7206655144691467,trump,speech
0.6636293828487396,trump,story
0.7462442815303802,trump,decision
0.8221854716539383,trump,director
0.7360566556453705,trump,system
0.770145371556282,trump,child
0.7646552473306656,trump,tax
0.5768004059791565,trump,mexico
0.7598218619823456,trump,history
0.8864965736865997,trump,money
0.7455631792545319,trump,crime
0.774109810590744,trump,order
0.8801998347043991,trump,released
0.6910457909107208,trump,plan
0.7176878452301025,trump,military
0.7806526124477386,trump,secretary
0.8031234443187714,trump,vote
0.889304481446743,trump,illegal
0.5990033149719238,trump,israel
0.5623430907726288,trump,iran
0.8881505951285362,trump,politics
0.8322271555662155,trump,college
0.6989257335662842,trump,working
0.8250336199998856,trump,community
0.8007213473320007,trump,death
0.6301658451557159,trump,china
0.5702143311500549,trump,pelosi
0.7332260012626648,trump,nation
0.6660050749778748,trump,republicans
0.8311421871185303,trump,control
0.7614141255617142,trump,black
0.5591467022895813,trump,god
0.7886762470006943,trump,job
0.7568484544754028,trump,california
0.7076149582862854,trump,criminal
0.809966430068016,trump,conservative
0.6971205472946167,trump,candidate
0.6947972476482391,trump,official
0.7130248546600342,trump,democrat
0.6890906989574432,trump,cortez
0.7244528830051422,trump,defense
0.6186837255954742,trump,omar
0.7306525111198425,trump,ocasio
0.5993337631225586,trump,impeachment
0.7546696364879608,trump,press
0.7907961755990982,trump,attack
0.8646265864372253,trump,reports
0.8126301467418671,trump,enforcement
0.8482483327388763,trump,attacks
0.8085694164037704,trump,laws
0.7864886373281479,trump,accused
0.7756227850914001,trump,supreme
0.7041261792182922,trump,north
0.82807557284832,trump,leader
0.7431816756725311,trump,church
0.7823299616575241,trump,amendment
0.7921455800533295,trump,crisis
0.6787270605564117,trump,tweet
0.7277643978595734,trump,gun
0.6449428796768188,trump,hillary
0.8139672130346298,trump,texas
0.8003759384155273,trump,research
0.758325383067131,trump,violence
0.8196514695882797,trump,freedom
0.757723942399025,trump,policies
0.7737121880054474,trump,voters
0.8568477928638458,trump,executive
0.5907222628593445,trump,truth
0.738654762506485,trump,charges
0.7867877185344696,trump,claimed
0.7911787778139114,trump,christian
0.7044835984706879,trump,warren
0.7542966306209564,trump,civil
0.6526157557964325,trump,mayor
0.7860272824764252,trump,economic
0.7993932366371155,trump,majority
0.8022932559251785,trump,families
0.7311327159404755,trump,senior
0.7957237064838409,trump,hate
0.7172225713729858,trump,collusion
0.7290363013744354,trump,wall
0.7318778932094574,trump,race
0.8856107741594315,trump,source
0.81463822722435,trump,education
0.8134236633777618,trump,kids
0.6080763339996338,trump,buttigieg
0.7325766086578369,trump,actions
0.7063349485397339,trump,rule
0.519345611333847,trump,flynn
0.8453273922204971,trump,immigrants
0.8176317512989044,trump,term
0.775038555264473,trump,bernie
0.730652242898941,trump,liberal
0.7762958854436874,trump,migrants
0.871276006102562,trump,threat
0.763168454170227,trump,hope
0.6931743919849396,trump,authorities
0.8046566843986511,trump,documents
0.7390519380569458,trump,chairman
0.5614723563194275,trump,vice
0.7669755220413208,trump,candidates
0.841173380613327,trump,countries
0.6537080109119415,trump,doj
0.8061366677284241,trump,surveillance
0.7450659871101379,trump,congressional
0.7892969250679016,trump,society
0.7564533948898315,trump,faith
0.625346451997757,trump,comey
0.83137346804142,trump,medical
0.8062065094709396,trump,southern
0.7237314879894257,trump,economy
0.7858251929283142,trump,opinion
0.7863992601633072,trump,alleged
0.8580641746520996,trump,international
0.8144794255495071,trump,class
0.8747415542602539,trump,citizens
0.7619225978851318,trump,star
0.8227730840444565,trump,sexual
0.7423228621482849,trump,union
0.649994432926178,trump,legislation
0.7250142991542816,trump,british
0.8935302421450615,trump,guilty
0.7799769788980484,trump,jewish
0.6992797553539276,trump,jews
0.716496467590332,trump,prison
0.697650134563446,trump,climate
0.84647037088871,trump,passed
0.7942927777767181,trump,constitutional
0.7310515344142914,trump,probe
0.9067156240344048,trump,opposition
0.7091009318828583,trump,elected
0.6513606905937195,trump,debate
0.772398516535759,trump,shooting
0.717972606420517,trump,gay
0.7578373849391937,trump,primary
0.8196112960577011,trump,minister
0.8494375795125961,trump,conservatives
0.8090218007564545,trump,asylum
0.8185555934906006,trump,gender
0.7028043270111084,trump,constitution
0.7430871725082397,trump,progressive
0.7030284702777863,trump,leadership
0.7971174269914627,trump,testimony
0.7711313217878342,trump,crimes
0.8580278158187866,trump,homeland
0.779036819934845,trump,abortions
0.7379867434501648,trump,officers
0.7829530835151672,trump,florida
0.8404593616724014,trump,terrorist
0.7645047605037689,trump,ban
0.7628094404935837,trump,dangerous
0.791724443435669,trump,reporters
0.8098814189434052,trump,drug
0.7594616413116455,trump,muslim
0.6924187541007996,trump,tariffs
0.7228069603443146,trump,chinese
0.7812843024730682,trump,catholic
0.7840369045734406,trump,georgia
0.8351878076791763,trump,green
0.8208821266889572,trump,racist
0.7279597818851471,trump,reporter
0.8318716734647751,trump,agencies
0.716493546962738,trump,veterans
0.7359759509563446,trump,murder
0.816177099943161,trump,schools
0.8481148183345795,trump,investigations
0.6656016707420349,trump,senator
0.891819566488266,trump,jobs
0.8308274447917938,trump,employees
0.7928495109081268,trump,financial
0.7175881266593933,trump,authority
0.8410733640193939,trump,fear
0.8350014686584473,trump,nuclear
0.7416891157627106,trump,red
0.5536779463291168,president,trump
0.7499517202377319,president,people
0.6915697157382965,president,state
0.8197393119335175,president,house
0.8248474448919296,president,report
0.803651824593544,president,news
0.6665381193161011,president,mueller
